top_0_prob,top_1_prob,top_2_prob,top_3_prob,top_4_prob,top_5_prob,top_6_prob,top_7_prob,top_8_prob,top_9_prob,is_member
0.9821755,0.017149255,0.00032829412,0.00014673165,0.000119757744,3.1699736e-05,2.0225585e-05,1.6268617e-05,7.633335e-06,4.670211e-06,1
0.4560192,0.39813858,0.09307778,0.021262439,0.019042544,0.007803819,0.0021359639,0.0018039191,0.0005970331,0.00011867512,1
0.7040299,0.097247176,0.08187552,0.05539055,0.052248295,0.003664807,0.0028787397,0.0017237617,0.000887424,5.379904e-05,1
0.9986401,0.0012674098,8.010443e-05,5.504124e-06,1.9040002e-06,1.5647189e-06,1.3086664e-06,1.1766045e-06,6.943358e-07,2.8066387e-07,1
0.96701014,0.03208811,0.0005249241,0.00018318018,0.000108670065,4.3482723e-05,2.7632419e-05,1.1809694e-05,1.2752961e-06,6.739296e-07,1
0.5981043,0.21216457,0.14115602,0.042576674,0.0031618658,0.0019310274,0.00054682704,0.00026034296,6.569429e-05,3.2638818e-05,1
0.5853634,0.3969108,0.011364353,0.0031585183,0.0030172036,0.00016932767,7.3545007e-06,6.304247e-06,1.9289976e-06,8.2692856e-07,1
0.99999976,7.870498e-08,4.040635e-08,3.692066e-08,3.151631e-08,1.2182622e-08,8.224721e-09,4.755928e-09,5.789891e-10,5.7092564e-10,1
0.992358,0.004208168,0.0016575956,0.00087540504,0.0005416065,0.00017844004,6.610233e-05,6.0545048e-05,3.0170857e-05,2.3885194e-05,1
0.9682684,0.013879966,0.0109825805,0.0034070453,0.00234583,0.0008411134,0.0001292364,7.857924e-05,6.021847e-05,7.0817696e-06,1
0.97932625,0.009103078,0.009032676,0.0007184948,0.000699708,0.00047328562,0.00032882468,0.00023329606,5.496493e-05,2.9406385e-05,1
0.41817537,0.39298543,0.15217833,0.017724834,0.015180453,0.0033296363,0.00017486613,0.00011355342,7.827698e-05,5.9214668e-05,1
0.999998,1.5729053e-06,2.8771657e-07,1.0842815e-07,3.2029238e-08,2.8674373e-08,6.090135e-09,4.7869717e-09,1.479979e-09,4.5048137e-10,1
0.81226057,0.15125228,0.027593143,0.007882593,0.0005107986,0.00028666895,0.00016095601,2.8692759e-05,1.2749028e-05,1.1567191e-05,1
0.99463695,0.0030116905,0.0012114828,0.00047583226,0.00034157487,0.0002343708,4.0719853e-05,3.644048e-05,8.284787e-06,2.771232e-06,1
0.9812697,0.007788487,0.006565745,0.0024575647,0.0011558859,0.00034655115,0.00022628673,0.00015218448,2.1358086e-05,1.6087128e-05,1
0.85515594,0.093664,0.018508026,0.0113462,0.01024726,0.008282581,0.0011845797,0.00073845,0.00063462666,0.00023828525,1
0.5500693,0.42868558,0.008830796,0.0057448233,0.003386562,0.0013072593,0.0010150702,0.00038785103,0.00036559053,0.00020716578,1
0.9855251,0.008116362,0.0052418117,0.00058988185,0.0003072524,0.00012014943,4.9924685e-05,2.4478933e-05,2.2414257e-05,2.5981349e-06,1
0.9984848,0.0009277697,0.0004099395,7.4854615e-05,4.2938886e-05,4.1384832e-05,1.4402077e-05,2.179479e-06,9.1293174e-07,7.78289e-07,1
0.9999591,1.5065625e-05,9.041982e-06,6.6192065e-06,4.661846e-06,2.7809929e-06,2.4338578e-06,1.5978452e-07,1.4469813e-07,8.4701966e-08,1
0.99999666,1.9817537e-06,8.9867217e-07,2.9050895e-07,1.2302648e-07,2.5437606e-08,1.8797703e-08,3.402628e-09,1.2942019e-09,9.185882e-10,1
0.5613968,0.19491112,0.10910403,0.05720944,0.03975942,0.034204885,0.0016700139,0.0016053744,9.602438e-05,4.288603e-05,1
0.4868342,0.24003258,0.21256816,0.04645329,0.011521112,0.0010662996,0.0005687872,0.0005410878,0.0002718763,0.00014259457,1
0.94181854,0.04465069,0.0075716586,0.0021380126,0.0021264108,0.000899718,0.000473348,0.00019613518,0.00010701461,1.854745e-05,1
0.99982005,0.00012543864,1.8658204e-05,1.3266731e-05,9.531113e-06,7.356067e-06,3.1011145e-06,1.3452956e-06,1.0492552e-06,2.2887163e-07,1
0.999577,0.00025795941,0.00016058619,2.286791e-06,9.813714e-07,2.891046e-07,2.7063433e-07,2.3880185e-07,2.2248233e-07,1.388276e-07,1
0.99986017,7.204964e-05,5.4390075e-05,8.914986e-06,2.5313893e-06,7.6378996e-07,5.8234895e-07,3.798618e-07,1.7743083e-07,9.053788e-08,1
0.97226125,0.012345717,0.007731512,0.0031929235,0.002483272,0.0007387444,0.0004730607,0.00031409317,0.0002780202,0.00018135548,1
0.9992299,0.00062663236,7.8005774e-05,3.9527255e-05,9.687577e-06,9.280202e-06,2.0873895e-06,2.0555037e-06,1.9137342e-06,9.202825e-07,1
0.80862206,0.17732498,0.008311416,0.002553725,0.0010727381,0.00070390874,0.0005572063,0.0005383002,0.00020006164,0.000115635055,1
0.98776686,0.0074693705,0.0030250344,0.00068015646,0.00063566345,0.00013958667,0.00013553392,0.00011172888,2.54805e-05,1.0609845e-05,1
0.9999733,9.713748e-06,4.394489e-06,2.936308e-06,2.673289e-06,2.5730405e-06,2.4759179e-06,9.846718e-07,7.621322e-07,9.3023424e-08,1
0.9853498,0.006599358,0.0036320256,0.0017681399,0.0010646268,0.0009232458,0.0002688913,0.0001578072,0.0001474104,8.8635694e-05,1
0.5469703,0.23315047,0.120470285,0.07779979,0.01128086,0.0073657706,0.002651312,0.00014679774,0.00014384274,2.0572426e-05,1
0.24988195,0.2393967,0.23164418,0.17266636,0.050412957,0.028412776,0.017190667,0.0086833285,0.0014445805,0.00026651224,1
0.9985012,0.0012328778,9.028426e-05,7.184735e-05,5.0198545e-05,2.9294213e-05,8.267621e-06,7.764858e-06,4.9732926e-06,3.3691472e-06,1
0.5506228,0.32090083,0.10085519,0.016273053,0.0082423845,0.0023353524,0.0003470693,0.00019466187,0.00012673886,0.0001018762,1
0.99610066,0.0025678736,0.0009118244,0.00034678448,4.137916e-05,1.8429348e-05,8.091427e-06,2.7347048e-06,1.9083525e-06,3.6728002e-07,1
0.7960016,0.10666143,0.09071778,0.0032218546,0.0025766322,0.00049557793,0.00020762217,4.9739494e-05,3.6247835e-05,3.1520998e-05,1
0.9997335,0.0002484212,7.931447e-06,6.505634e-06,1.705094e-06,9.3696536e-07,7.2807165e-07,1.3603913e-07,3.480399e-08,1.2279726e-08,1
0.95303303,0.025114277,0.015174361,0.0027705075,0.0013296964,0.0012171809,0.0006411368,0.0005146272,0.00013250341,7.275685e-05,1
0.9997844,0.0001982594,5.968245e-06,4.906101e-06,1.9893325e-06,1.9635872e-06,1.3424896e-06,9.21801e-07,1.4367026e-07,6.718897e-08,1
0.9540981,0.03011742,0.012167546,0.0032045536,0.00015321304,0.00012363607,6.246419e-05,3.8450497e-05,2.0330255e-05,1.434713e-05,1
0.99973935,0.0002523672,6.229491e-06,8.7276254e-07,6.759692e-07,2.3173902e-07,1.338961e-07,4.9642058e-08,4.8540777e-08,2.8563475e-08,1
0.9539613,0.023800319,0.02139496,0.00041974295,0.00028304776,8.518313e-05,3.286762e-05,9.459287e-06,7.3741962e-06,5.861643e-06,1
0.99997544,1.2645641e-05,6.0563625e-06,2.1989715e-06,1.4093764e-06,1.3836359e-06,6.421135e-07,1.5775214e-07,6.560502e-08,2.7828074e-08,1
0.84889644,0.10529527,0.03623224,0.0045183394,0.0038928422,0.00059473736,0.000426259,7.152366e-05,3.8915598e-05,3.3421944e-05,1
0.95432156,0.0225071,0.016321106,0.004497416,0.0014977311,0.0005959057,0.00017070152,7.7912926e-05,7.225486e-06,3.3195627e-06,1
0.61468893,0.33552536,0.023649592,0.011390377,0.002940777,0.0028610318,0.0028515225,0.0025840614,0.0021602227,0.0013480999,1
0.9727039,0.025573961,0.0006701448,0.00049111224,0.00032295295,0.00016198555,4.440275e-05,2.345428e-05,5.253459e-06,2.7763474e-06,1
0.6799907,0.31250438,0.0019088032,0.0012533963,0.0012412672,0.0011505827,0.0009749929,0.0004483513,0.0003940939,0.00013341685,1
0.99700385,0.0012997963,0.0011916158,0.00022983862,0.00022645814,2.8881535e-05,9.92693e-06,7.93327e-06,1.2871731e-06,3.3067272e-07,1
0.9996997,0.00028660495,5.722106e-06,2.8044487e-06,1.5832024e-06,1.1845295e-06,1.0058936e-06,8.1867375e-07,4.8482804e-07,2.5424328e-08,1
0.99798775,0.0012879742,0.00027150943,0.00018444419,0.00012944094,8.547531e-05,2.1163805e-05,1.7429289e-05,1.1742588e-05,3.0384365e-06,1
0.9999795,6.733469e-06,6.579621e-06,5.821921e-06,8.8773146e-07,3.5688697e-07,7.284081e-08,5.1152742e-08,2.8009241e-08,1.9533399e-08,1
0.66363007,0.18645026,0.08381834,0.026870808,0.013132606,0.008835848,0.008613602,0.0049187723,0.0028358982,0.0008938071,1
0.61449873,0.35967487,0.018110897,0.0034747648,0.0013682577,0.0011736596,0.00047813277,0.00041533547,0.0004102141,0.00039511238,1
0.9992693,0.0006408171,5.892648e-05,1.5212635e-05,9.788062e-06,2.4229557e-06,2.1915964e-06,1.0044295e-06,2.3350755e-07,3.642557e-08,1
0.84630644,0.09387187,0.03308264,0.024499848,0.0017167589,0.00037104337,0.00010234293,2.6679678e-05,1.3509519e-05,8.845456e-06,1
0.81301665,0.17262162,0.0057301167,0.0031625538,0.0022156034,0.0013571207,0.00075289654,0.00054126146,0.00036585657,0.00023630015,1
0.9858102,0.0109485015,0.0014935022,0.0010864366,0.00020106287,0.0001890438,8.841828e-05,7.4801756e-05,6.5934495e-05,4.2109546e-05,1
0.99999154,5.772301e-06,1.3564908e-06,1.3390872e-06,2.3817623e-08,1.06990985e-08,5.6656795e-09,5.1603135e-09,1.9022839e-09,6.666891e-10,1
0.9952034,0.0039706877,0.00045925204,0.00019898798,6.312572e-05,2.678847e-05,2.6357036e-05,2.6334248e-05,2.1288062e-05,3.833059e-06,1
0.9999492,2.4617568e-05,2.174439e-05,2.653213e-06,1.0722528e-06,2.2232632e-07,2.0159334e-07,1.217242e-07,8.9555776e-08,6.7357346e-09,1
0.92148757,0.07290566,0.0017972529,0.001104889,0.0009995976,0.0009750708,0.00027436463,0.00018111909,0.00015797307,0.000116531366,1
0.9999192,5.5824086e-05,1.3410997e-05,4.0563013e-06,3.4147513e-06,1.5358615e-06,1.2238079e-06,9.4278414e-07,2.0120103e-07,1.6534821e-07,1
0.99196625,0.005178796,0.0010818822,0.0009150817,0.00034550639,0.00020746104,0.00019507551,9.1931484e-05,1.3570579e-05,4.5485194e-06,1
0.88615227,0.05102335,0.032933835,0.025952972,0.0030496465,0.00072137854,6.153112e-05,4.0077157e-05,3.4614826e-05,3.0350942e-05,1
0.99964654,0.00020978913,0.00013441607,5.162163e-06,1.2915452e-06,1.2240403e-06,9.939456e-07,4.1707878e-07,1.3448896e-07,8.238884e-08,1
0.76544946,0.11012781,0.047982283,0.041572176,0.015260496,0.013668541,0.0037707689,0.0014282629,0.00038234328,0.00035785185,1
0.99729973,0.0020109469,0.0005031408,7.508682e-05,7.4214084e-05,1.4546363e-05,1.035582e-05,8.354309e-06,1.8336534e-06,1.7911002e-06,1
0.9127543,0.037664536,0.03043973,0.012879966,0.0024501847,0.001952812,0.001282939,0.00030041495,0.00021023047,6.4927546e-05,1
0.99332,0.0035830552,0.0023611907,0.00030463695,0.00013581307,0.00012299645,8.138272e-05,5.065008e-05,3.5715788e-05,4.5497773e-06,1
0.9761681,0.018922744,0.0024171753,0.0016893861,0.00046758505,0.0002070562,6.2863044e-05,3.2611395e-05,1.8666862e-05,1.3757506e-05,1
0.3905791,0.3397372,0.1799098,0.05131936,0.027875964,0.0070942147,0.0012358757,0.0011644895,0.00078845926,0.00029560257,1
0.3558318,0.27999604,0.14724976,0.10999798,0.07867531,0.013632591,0.00565911,0.0046444456,0.003209887,0.0011031278,1
0.9443682,0.036923077,0.01596022,0.0011854641,0.000872024,0.00029020975,0.00016570289,0.00012855143,7.503467e-05,3.1496846e-05,1
0.9252914,0.052183017,0.0138608795,0.0039042193,0.002862701,0.0013347813,0.00038214435,0.0001076508,3.7726906e-05,3.543547e-05,1
